Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
7734,vector_restricted:INDIAVILL_MEGHALAY,"Meghalaya, India : Village Socio-Demographic and Economic Census Data, 2001","This datalayer shows village locations with socio-demographic and economic Census data for 2001 for the state of Meghalaya, India. Includes village socio-demographic and economic Census attribute data such as total population, population by sex, household, literacy and illiteracy rates, and employment by industry. This layer is part of the VillageMap dataset which includes socio-demographic and economic Census data for 2001 at the village level for all the states of India. This data layer is sourced from secondary government sources, chiefly Survey of India, Census of India, Election Commission, etc. Scale 1:1,000,000.",Point,ML InfoMap (Firm),Shapefile,2001,2005-2009,India,Human settlements,"ENVELOPE(89.874435, 92.774742, 26.099012, 25.025446)"
7758,vector_restricted:ESRI06EURRAILS,ESRI Data & Maps 2006 : Europe Railroads,Europe Railroads contains the railroads in Europe.,Line,AND International Publishers N.V.,Shapefile,2005,2005-2009,Europe,Railroads,"ENVELOPE(-9.863300000000001, 65.096, 69.7229, 36.1236)"
7766,vector_restricted:ARCBRDG,Atlanta Regional Commission TIP Bridge Projects,"This point datalayer represents the bridge component of the FY2002-2004 TIP (Transportation Improvement Plan) which is a subset of the 2025 Regional Transportation Plan (RTP). This dataset was originally produced in 1997 by Day Wilburn Associates working with various staff within the Transportation Planning Division (TPD) and the GIS Division at ARC. This layer was created by the ARC in ArcView using a variety of hardcopy sources where existing and proposed bridge projects were approximated during 'heads up' digitizing, using ARCmap ARC's street centerline database and other datasets for spatial reference. Refer to the ARC_ID number associated with each project and contact the Transportation Planning Division at ARC (404-463-3256) for additional information and for questions or comments on the TIP. Please note, not all TIP bridge projects are necessarily represented in this layer.",Point,Atlanta Regional Commission (ARC),Shapefile,1997,2005-2009,Atlanta,structure,"ENVELOPE(-84.899353, -83.937019, 34.323891, 33.25235)"
7792,vector_restricted:CH2000_L_D,China county boundary with 2000 population Census data from 9.5% Long Form data (Part D: Tables L4-2 to L6-9),"This polygon datalayer includes China county boundary with 2000 population Census data from 9.5% Long Form data. This layer is one (Part D) of seven layers (see also Parts A-C and E-G) covering the entire Long Form data; this layer covers Long Form tables L4-2 to L6-9: L4-2: Employed population by sex and two digits classification of occupation; L6-1: Age-specific fertility rate and total fertility rate of women aged 15-50 by region; L6-9: Number of children ever born and surviving to women aged 15-50 by region. This datalayer is part of the China 2000 county population census data set produced by the All China Marketing Research Co. and distributed by the University of Michigan, China Data Center (2003). The new version (III) of 2000 county data include 2000 county boundary GIS map and several other GIS maps, integrated with more than 1,900 variables from 2000 population census data for counties and urban districts. Source scale: 1:1,000,000.",Polygon,Beijing Hua tong ren shi chang xin xi you xian ze ren gong si,Shapefile,2000,2005-2009,China,Census,"ENVELOPE(73.44696, 135.085831, 53.557926, 6.318641)"
7799,vector_restricted:ESRI06USBLKPOP_NE,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Nebraska,U.S. Census Block Centroid Populations : Nebraska represents the populations of the U.S. Census blocks for the state of Nebraska. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2004,2005-2009,Nebraska,Census,"ENVELOPE(-104.052947, -95.322942, 43.000895, 40.000383)"
7805,vector_restricted:KNG_CTYDST,"King County, Washington : city districts","This data layer describes the incorporated areas of King County, Washington.",Polygon,King County (Wash.),Shapefile,2003,2005-2009,Washington,Municipal,"ENVELOPE(-122.542574, -121.061526, 47.788424, 47.073882)"
7818,vector_public:AFRICOVER_SM_CULT_AGG,Somalia Thematic Agriculture Aggregation Landcover,"Somalia thematic agriculture aggregation landcover from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:200,000. This dataset is a reaggregated version of the original national Africover landcover multipurpose database. It contains all cultivated land. The land cover has been produced from visual interpretation of digitally enhanced LANDSAT TM images (Bands 4,3,2) acquired mainly in the year 1995 - 1998. The land cover classes have been developed using the FAO/UNEP international standard LCCS classification system.",Polygon,Food and Agriculture Organization of the United Nations,Shapefile,2002,2005-2009,Somalia,Land use,"ENVELOPE(40.927189, 48.721348, 10.705649, -1.647765)"
7823,vector_restricted:ESRI04USDTL_ST,ESRI Data & Maps 2004 : U.S. States,U.S. States represents the 50 states and the District of Columbia of the United States.,Polygon,"Geographic Data Technology, Inc.",Shapefile,2004,2005-2009,United States,States,"ENVELOPE(-178.227818, -66.949827, 71.390482, 18.910791)"
7828,vector_restricted:ESRI04MEBLKPOP,ESRI Data & Maps 2004 : U.S. Census Block Centroid Populations : Maine,U.S. Census Block Centroid Populations : Maine represents the population of the U.S. Census block centroids for the state of Maine. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2003,2005-2009,Maine,Census,"ENVELOPE(-71.078855, -66.952982, 47.456136, 42.987382)"
7841,vector_public:TG95DEBLKPY,"Census Blocks, 1990 - Delaware","The polygons in this datalayer represent U.S. Census Blocks for the entire state of Delaware. Census blocks are areas bounded on all sides by visible features, such as streets, roads, streams, and railroad tracks, and by invisible boundaries, such as city, town, township, and county limits, property lines, and short, imaginary extensions of streets and roads. Generally, census blocks are small in area; for example, a block bounded by city streets. However, census blocks in sparsely settled areas may contain many square miles of territory. All territory in the United States, Puerto Rico, and the Island Areas has been assigned block numbers. For the 1990 census, water was not uniquely identified within a census block; instead, all water area internal to a block group was given a single block number ending in ''99'' (The 1990 census block numbers had three digits, with a potential alphabetic suffix.) For the 1990 census, the U.S. Census Bureau created a separate block with a suffix of ''Z'' to identify crews-of-vessels.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1990,2005-2009,Delaware,boundaries,"ENVELOPE(-75.788758, -75.048413, 39.839007, 38.451013)"
7844,vector_public:AFRICOVER_EG_POLBND,Egypt National Boundaries,"Egypt national boundaries from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:200,000. Includes conflict boundaries with Sudan. The national and administrative boundaries have been provided by the National Focal Point Institution (NFPI).",Line,Food and Agriculture Organization of the United Nations,Shapefile,2002,2005-2009,Egypt,Boundaries,"ENVELOPE(24.698437, 36.898693, 31.667225, 21.964945)"
7867,vector_restricted:ESRI07WLDCOUNTRY,World Countries (Generalized) : ESRI Data & Maps 2007,World Countries (Generalized) represents generalized boundaries for the countries of the world as they existed in January 2007.,Polygon,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,1996,2005-2009,Earth,Boundaries,"ENVELOPE(-180, 180, 83.604154, -90)"
7885,vector_restricted:ESRI04USDTL_CNTYBND,ESRI Data & Maps 2004 : U.S. County Boundaries,U.S. County Boundaries represents the boundary lines of the counties of the United States.,Line,"Geographic Data Technology, Inc.",Shapefile,2004,2005-2009,United States,Counties,"ENVELOPE(-178.227827, -66.949827, 71.390482, 18.910791)"
7895,vector_restricted:ESRI05USPLACEPLY,ESRI Data & Maps 2005 : U.S. Populated Place Areas,"U.S. Populated Place Areas represents populated place areas that include census designated places, consolidated cities, and incorporated places within United States identified by the U.S. Bureau of the Census.",Polygon,"Tele Atlas North America, Inc.",Shapefile,2005,2005-2009,United States,Cities and towns,"ENVELOPE(-176.810434, -65.292631, 71.338731, 17.881242)"
7903,vector_restricted:ESRI06USBLKPOP_GA,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Georgia,U.S. Census Block Centroid Populations : Georgia represents the populations of the U.S. Census blocks for the state of Georgia. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2004,2005-2009,Georgia,Census,"ENVELOPE(-85.602722, -80.80285, 34.998338, 30.36312)"
7910,vector_restricted:ESRI05USBLKPOP_WY,ESRI Data & Maps 2005 : U.S. Census Block Centroid Populations : Wyoming,U.S. Census Block Centroid Populations : Wyoming represents the population of the U.S. Census block centroids for the state of Wyoming. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2000,2005-2009,Wyoming,Census,"ENVELOPE(-111.056269, -104.052416, 45.00516, 40.99487)"
7916,vector_restricted:ESRI06USBLKPOP_IN,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Indiana,U.S. Census Block Centroid Populations : Indiana represents the populations of the U.S. Census blocks for the state of Indiana. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2004,2005-2009,Indiana,Census,"ENVELOPE(-88.09194, -84.789886, 41.760135, 37.775792)"
7926,vector_public:MGISVCCSTP,MassGIS 2003 Massachusetts Priority Natural Vegetation Communities : Coastal Natural Community Systems (April 2003),"This datalayer contains polygons representing Massachusetts Priority Natural Vegetation Communities : Coastal Natural Community Systems. These systems extend from the ocean to the inland limits of tidal influence and salt spray. Community types include dunes, beaches, salt marshes, tidal flats, undeveloped barrier beaches, interdunal swales, maritime rock and erosional cliffs, rocky shores, maritime forest and shrubland, coastal forest, brackish marshes and shrublands, and coastal salt ponds. Brackish marshes and swamps located along a river system were included in the Riverine community system and not here. Users should add subtidal eelgrass beds from the statewide DEP Eelgrass data layer. This layer is part of the MassGIS Priority Natural Vegetation Communities dataset, which depicts the distribution of the eight natural community systems identified by the Massachusetts Natural Heritage and Endangered Species Program (NHESP) as most critical to the conservation of the Commonwealth's biological diversity (Barbour et al., 1998).",Polygon,MassGIS (Office : Mass.),Shapefile,2003,2005-2009,Massachusetts,Coastal ecology,"ENVELOPE(-71.330803, -70.476732, 42.873968, 41.475637)"
7930,vector_restricted:ESRI04KYBLKPOP,ESRI Data & Maps 2004 : U.S. Census Block Centroid Populations : Kentucky,U.S. Census Block Centroid Populations : Kentucky represents the population of the U.S. Census block centroids for the state of Kentucky. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2003,2005-2009,Kentucky,Census,"ENVELOPE(-89.549609, -81.998136, 39.144082, 36.497918)"
7944,vector_restricted:ESRI06USBLKPOP_WI,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Wisconsin,U.S. Census Block Centroid Populations : Wisconsin represents the populations of the U.S. Census blocks for the state of Wisconsin. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2004,2005-2009,Wisconsin,Census,"ENVELOPE(-92.888195, -86.764493, 47.071257, 42.493732)"
7951,vector_restricted:ESRI07EURURBAN,Europe Urbanized Areas : ESRI Data & Maps 2007,Europe Urbanized Areas represents the urbanized areas of Europe.,Polygon,AND International Publishers N.V.,Shapefile,2006,2005-2009,Europe,Cities and towns,"ENVELOPE(-25.6769, 64.1173, 78.2298, 27.9037)"
7958,vector_public:AFRICOVER_KE_ADM,Kenya Administrative Boundaries,"Kenya administrative boundaries from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. The national and administrative boundaries have been provided by the National Focal Point Institution (NFPI).",Polygon,Food and Agriculture Organization of the United Nations,Shapefile,2002,2005-2009,Kenya,Boundaries,"ENVELOPE(33.908859, 41.911373, 5.428018, -4.680452)"
7974,vector_restricted:ESRI06USQUAKEHIS,ESRI Data & Maps 2006 : U.S. National Atlas Historic Earthquakes,"U.S. National Atlas Historic Earthquakes represents the locations of significant, historic earthquakes in United States and adjacent Canada and Mexico that caused deaths, property damage, and geological effects, or were otherwise experienced by the resident populations.",Point,Geological Survey (U.S.),Shapefile,1568,2005-2009,United States,Earthquakes,"ENVELOPE(-179.992676, 180, 68.68866, 17.25)"
7990,vector_public:TG95DCTRTPY,"Census Tracts, 1990 - District of Columbia","This datalayer displays Census Tracts for the District of Columbia, 1990. Census tracts are small, relatively permanent statistical subdivisions of a county or statistically equivalent entity delineated by local participants as part of the U.S. Census Bureau's Participant Statistical Areas Program. The U.S. Census Bureau delineated census tracts where no local participant existed or where a local or tribal government declined to participate. The primary purpose of census tracts is to provide a stable set of geographic units for the presentation of decennial census data. For the 1990 census, some counties had census tracts and others had block numbering areas (BNAs). Census tracts in the United States, Puerto Rico, and the Virgin Islands of the United States generally have between 1,500 and 8,000 people, with an optimum size of 4,000 people. For American Samoa, the Northern Mariana Islands, and Guam, the optimum size is 2,500 people. Counties and statistically equivalent entities with fewer than 1,500 people have a single census tract. Census tracts on American Indian reservations, off-reservation trust lands, and special places must contain a minimum of 1,000 people. (Special places include correctional institutions, military installations, college campuses, workers' dormitories, hospitals, nursing homes, and group homes.) When first delineated, census tracts are designed to be relatively homogeneous with respect to population characteristics, economic status, and living conditions. The spatial size of census tracts varies widely depending on the density of settlement, delineated with the intention of being maintained over many decades so that statistical comparisons can be made from decennial census to decennial census. However, physical changes in street patterns caused by highway construction, new developments, and so forth, may require occasional boundary revisions. In addition, census tracts occasionally are split due to population growth or combined as a result of substantial population decline. Census tracts are identified by a four-digit basic number and may have a two-digit numeric suffix; for example, 6059.02. The decimal point separating the four-digit basic tract number from the two-digit suffix is shown in the printed reports and on census maps. In computer-readable files, the decimal point is implied. Many census tracts do not have a suffix; in such cases, the suffix field is either left blank or is zero-filled. Leading zeros in a census tract number (for example, 002502) are shown only in computer-readable files. Census tract suffixes may range from .01 to .98. For the 1990 census, the .99 suffix was reserved for census tracts/block numbering areas (BNAs) that contained only crews-of-vessels population. The U.S. Census Bureau reserves the basic census tract numbers 9400 to 9499 for census tracts delineated within or to encompass American Indian reservations and off-reservation trust lands that exist in multiple states or counties (see TRIBAL CENSUS TRACTS). The number 0000 in computer-readable files identifies a census tract delineated to provide complete coverage of water area in territorial seas and the Great Lakes.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1990,2005-2009,District of Columbia,boundaries,"ENVELOPE(-77.1194, -76.909395, 38.99511, 38.801813)"
7993,vector_restricted:KNG_WELLB,"King County, Washington : water supply wells, group B (2 to 14 connections)","Public Water System wells (group B) with 2 to 14 connections, as recorded by the Washington Department of Health. See also the related datasets: water supply wells, group A, and water supply wells, all datalayers.",Point,King County (Wash.),Shapefile,2002,2005-2009,Washington,Municipal,"ENVELOPE(-122.538048, -121.469098, 47.781061, 47.146468)"
8009,vector_restricted:ESRI07EURROADS,Europe Roads : ESRI Data & Maps 2007,"Europe Roads represents the roads (European Highway System, national, and secondary roads) in Europe.",Line,AND International Publishers N.V.,Shapefile,2006,2005-2009,Europe,Roads,"ENVELOPE(-27.2168, 64.0749, 78.2493, 27.75)"
8020,vector_restricted:INDIAVILL_CHATTIS,"Chhattisgarh, India : Village Socio-Demographic and Economic Census Data, 2001","This datalayer shows village locations with socio-demographic and economic Census data for 2001 for the state of Chhattisgarh, India. Includes village socio-demographic and economic Census attribute data such as total population, population by sex, household, literacy and illiteracy rates, and employment by industry. This layer is part of the VillageMap dataset which includes socio-demographic and economic Census data for 2001 at the village level for all the states of India. This data layer is sourced from secondary government sources, chiefly Survey of India, Census of India, Election Commission, etc. Scale 1:1,000,000.",Point,ML InfoMap (Firm),Shapefile,2001,2005-2009,India,Human settlements,"ENVELOPE(80.255028, 84.397026, 24.08481, 17.815657)"
8039,vector_public:AFRICOVER_UG_OTHERTOWNS,Uganda Towns,"Uganda towns from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. The towns and major towns shapefiles were developed from data from the National Imagery and Mapping Agency (NIMA).",Point,Food and Agriculture Organization of the United Nations,Shapefile,2002,2005-2009,Uganda,Human settlements,"ENVELOPE(30.077811, 34.047248, 3.116667, -0.871585)"
8045,vector_restricted:ESRI07USBLKPOP_AK,Alaska U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,Alaska U.S. Census Block Centroid Populations represents the populations of the U.S. Census blocks for the state of Alaska. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2007,2005-2009,Alaska,Census,"ENVELOPE(-179.619163, -130.02956, 71.362955, 51.261715)"
8049,vector_restricted:ESRI06CANRURCITIES,ESRI Data & Maps 2006 : Canada Rural Cities,"Canada Rural Cities represents the locations of rural cities within Canada. A rural city is a sparsely populated place outside of an urbanized area with less than 1,000 persons and a population density of less than 400 persons per square kilometer.",Point,DMTI Spatial Inc.,Shapefile,2005,2005-2009,Canada,Cities and towns,"ENVELOPE(-139.430255, -52.68644, 68.354382, 42.099739)"
8050,vector_restricted:ESRICANMJRDS,Canada Highways,Canada Highways represents the expressways and primary highways of Canada. The highways are from the National Atlas Information Service (NAIS) 1:2 million digital maps created by Natural Resources Canada for publishing of the National Atlas of Canada.,Line,DMTI Spatial Inc.,Shapefile,2001,2005-2009,Canada,transportation,"ENVELOPE(-141.002143, -52.712795, 68.354385, 42.057625)"
8051,vector_public:AFRICOVER_ER_ROADS,Eritrea Roads,"Eritrea roads from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. The roads have been produced from visual interpretation of digitally enhanced LANDSAT TM images (Bands 4,3,2) acquired mainly in the year 1999.",Line,Food and Agriculture Organization of the United Nations,Shapefile,2002,2005-2009,Eritrea,Roads,"ENVELOPE(36.439925, 43.04163, 17.088642, 12.699375)"
8063,vector_public:TG95ALCTYPY,"Census Counties, 1990- Alabama","This datalayer displays the counties of the state of Alabama, based on a ground condition of January 1, 1990. The primary legal divisions of most states are termed ''counties.'' Each county and statistically equivalent entity is assigned a three-digit Federal Information Processing Standards code that is unique within the state. These codes are assigned in alphabetical order of county or county equivalent within each state.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1990,2005-2009,Alabama,boundaries,"ENVELOPE(-88.473227, -84.888967, 35.007882, 30.194045)"
8068,vector_restricted:MGISZONEIIG2,MassGIS 2003 Massachusetts Approved Wellhead Protection Areas (Zone II) (Region Polygons) (March 2003),"This datalayer contains polygons representing approved Wellhead Protection (Zone II) Area regions for the state of Massachusetts as defined by the Massachusetts Department of Environmental Protection (DEP). Because wells tend to be clustered by the nature of the resource they tap, the Zone IIs protecting those wells will frequently overlap. As a result of this overlap, intersecting Zone IIs are composed of multiple polygons and more than one Zone II can share an individual polygon. The regions data model represents complex area features and supports overlapping or non-contiguous areas. The Zone II data layer uses the regions feature class and topological structure to manage polygonal overlap, by combining all the polygons a Zone II comprises into a single region feature subclass (see the Approved Wellhead Protection Areas (Zone II) (Polygons) layer for component polygons) . Wellhead protection areas are important for protecting the recharge area around public water supply (PWS) wells. A Zone II is a wellhead protection area that has been determined by hydrogeologic modeling and approved by the Department of Environmental Protection's (DEP) Drinking Water Program (DWP). In cases where hydro-geologic modeling studies have not been performed and there is no approved Zone II, an Interim Wellhead Protection Area (IWPA) is established based on DEP DWP well pumping rates or default values. Certain land uses may be either prohibited or restricted in both approved (Zone II) and interim (IWPA) wellhead protection areas. As stated in 310 CMR 22.02, a Zone II is: 'That area of an aquifer which contributes water to a well under the most severe pumping and recharge conditions that can be realistically anticipated (180 days of pumping at safe yield, with no recharge from precipitation). It is bounded by the groundwater divides which result from pumping the well and by the contact of the aquifer with less permeable materials such as till or bedrock. In some cases, streams or lakes may act as recharge boundaries. In all cases, Zone IIs shall extend up gradient to its point of intersection with prevailing hydrogeologic boundaries (a groundwater flow divide, a contact with till or bedrock , or a recharge boundary).' DEP Zone II and Public Water Supply (PWS) data are closely linked, and DEP Zone II data should be used in association with the DEP Public Water Supply datalayer (PWS_DEP). During the approval process each Zone II is assigned a unique ID (ZII-NUM) by DEP DWP. The DEP Public Water Supply and Zone II datalayers use the ZII-NUM to link protected PWS sources to their approved Zone II. Since some PWS sources within a Zone II may not have been used to delineate that Zone II, the ZII-NUM item can be used to identify the specific wells for which a Zone II was delineated. If the DEP Public Water Supply datalayer item ZII-NUM is equal to 0 than that PWS source has no Zone II and should therefore have an Interim Wellhead Protection Area (IWPA).",Polygon,MassGIS (Office : Mass.),Shapefile,2003,2005-2009,Massachusetts,Water-supply,"ENVELOPE(-73.484954, -69.928782, 42.894664, 41.245434)"
8070,vector_restricted:ESRI05CANMJRROADS,ESRI Data & Maps 2005 : Canada Highways,Canada Highways represents the expressways and primary highways of Canada. The highways are from the National Atlas Information Service (NAIS) 1:2 million digital maps created by Natural Resources Canada for publishing of the National Atlas of Canada.,Line,DMTI Spatial Inc.,Shapefile,2002,2005-2009,Canada,Transportation,"ENVELOPE(-141.002145, -52.712793, 68.354385, 42.057627)"
8074,vector_public:TG95DCPLCPY,"Census Place, 1990 - District of Columbia","This datalayer displays the Census Places for the District of Columbia based on the ground condition of January 1, 1990. Places, for the reporting of decennial census data, include census designated places, consolidated cities, and incorporated places. Each place is assigned a five-digit Federal Information Processing Standards (FIPS) code, based on the alphabetical order of the place name within each state. If place names are duplicated within a state, and they represent distinctly different areas, a separate code is assigned to each place name alphabetically by primary county in which each place is located, or if both places are in the same county, alphabetically by their legal description (for example, ''city'' before ''village''). Statistical entities which may be represented in this datalyer include: Census Designated Place (CDP). Census designated places (CDPs) are delineated for each decennial census as the statistical counterparts of incorporated places. CDPs are delineated to provide census data for concentrations of population, housing, and commercial structures that are identifiable by name but are not within an incorporated place. CDP boundaries usually are defined in cooperation with state, local, and tribal officials. These boundaries, which usually coincide with visible features or the boundary of an adjacent incorporated place or other legal entity boundary, have no legal status, nor do these places have officials elected to serve traditional municipal functions. CDP boundaries may change from one decennial census to the next with changes in the settlement pattern; a CDP with the same name as in an earlier census does not necessarily have the same boundary. Consolidated City. An incorporated place that has combined its governmental functions with a county or subcounty entity but contains one or more other incorporated places that continue to function as local governments within the consolidated government. Incorporated Place. A type of governmental unit, incorporated under state law as a city, town (except in New England, New York, and Wisconsin), borough (except in Alaska and New York), or village, having legally prescribed limits, powers, and functions.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1990,2005-2009,District of Columbia,boundaries,"ENVELOPE(-77.1194, -76.909395, 38.99511, 38.801813)"
8107,vector_restricted:ESRI06USBLKPOP_MO,ESRI Data & Maps 2006 : U.S. Census Block Centroid Populations : Missouri,U.S. Census Block Centroid Populations : Missouri represents the populations of the U.S. Census blocks for the state of Missouri. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2004,2005-2009,Missouri,Census,"ENVELOPE(-95.766136, -89.116323, 40.606973, 35.997145)"
8120,vector_restricted:ESRI05USSTATES,ESRI Data & Maps 2005 : U.S. States (Generalized),U.S. States (Generalized) represents the 50 states and the District of Columbia of the United States.,Polygon,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,1992,2005-2009,United States,States,"ENVELOPE(-178.217598, -66.969273, 71.406231, 18.921786)"
8126,vector_restricted:ESRI03CNTRYWCH02,ESRI Data & Maps 2003 : World CountryWatch Demographics 2002,"This polygon layer joins the CountryWatch Demographics attribute table to the ESRI Data & Maps 2003 : World Countries 2002 datalayer, to enable spatial displaying of CountryWatch attributes. CountryWatch Demographics (table) represents a vast amount of recent demographic information for the countries recognized by the U.S. State Department, including data on geography, population, social indicators, economy, key sectors of each economy and the environment. World Countries 2002 represents the boundaries for the countries of the world, as they existed in September 2002.",Polygon,CountryWatch.com INC.,Shapefile,1995,2005-2009,Earth,Demography,"ENVELOPE(-180, 180, 83.623597, -90)"
8134,vector_restricted:ESRI07USCOUNTIES,U.S. Counties (Generalized) : ESRI Data & Maps 2007,U.S. Counties (Generalized) represents the counties of the United States in the 50 states and the District of Columbia.,Polygon,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,1992,2005-2009,United States,Counties,"ENVELOPE(-178.217598, -66.969271, 71.406235, 18.921786)"
8140,vector_restricted:ESRI04ILBLKPOP,ESRI Data & Maps 2004 : U.S. Census Block Centroid Populations : Illinois,U.S. Census Block Centroid Populations : Illinois represents the population of the U.S. Census block centroids for the state of Illinois. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Environmental Systems Research Institute (Redlands, Calif.)",Shapefile,2003,2005-2009,Illinois,Census,"ENVELOPE(-91.507945, -87.336273, 42.5079, 36.977945)"
8146,vector_restricted:ESRI06EURPROV1,ESRI Data & Maps 2006 : Europe Level 1 Provinces,Europe Level 1 Provinces represents the first level of subnational administrative units for countries in Europe.,Polygon,AND International Publishers N.V.,Shapefile,2005,2005-2009,Europe,Administrative and political divisions,"ENVELOPE(-31.2716, 68.7161, 81.8602, 27.6374)"
8158,vector_restricted:ESRI04USAIRPORTP,ESRI Data & Maps 2004 : U.S. GDT Airports,"U.S. GDT (Geographic Data Technology, Inc) Airports represents airport boundaries and airport runways within United States. All airports have a boundary and most have at least one runway.",Polygon,"Geographic Data Technology, Inc.",Shapefile,2002,2005-2009,United States,Airports,"ENVELOPE(-171.744182, -65.981609, 71.280218, 18.427891)"
8174,vector_restricted:ESRI07USGPPL,U.S. Geographic Names Information System Populated Places : ESRI Data & Maps 2007,U.S. Geographic Names Information System Populated Places represents an automated inventory of the proper names and locations of physical and cultural geographic features located throughout the United States and its Territories.,Point,Geological Survey (U.S.),Shapefile,1981,2005-2009,United States,"Names, Geographical","ENVELOPE(-176.660532, 178.874725, 71.29764, -14.361111)"
8175,vector_restricted:ESRI05EURPROV3,ESRI Data & Maps 2005 : Europe Level 3 Provinces,Europe Level 3 Provinces represents the third level of sub-national administrative units for four countries in Europe.,Polygon,AND International Publishers N.V.,Shapefile,2004,2005-2009,Europe,Administrative and political divisions,"ENVELOPE(-31.2716, 68.7161, 81.8602, 27.6374)"
8190,vector_restricted:ESRI06CANURBCITIES,ESRI Data & Maps 2006 : Canada Urban Cities,"Canada Urban Cities represents the locations of urban cities within Canada. An urban city lies outside of a Census Metropolitan Area or Census Area, has a minimum population concentration of 1,000 persons, and a population density of at least 400 persons per square kilometer.",Point,DMTI Spatial Inc.,Shapefile,2005,2005-2009,Canada,Cities and towns,"ENVELOPE(-126.084467, -53.196124, 63.729447, 41.986065)"
8195,vector_public:MGISOCNMSKP2,MassGIS 2003 Massachusetts Ocean Mask Around New England,This datalayer contains a polygon feature representing an ocean mask for the coast of Massachusetts and surrounding New England coastline. It was produced by MassGIS.,Polygon,MassGIS (Office : Mass.),Shapefile,2003,2005-2009,Massachusetts,Ocean,"ENVELOPE(-73.967524, -68.211004, 43.395911, 40.822909)"
8202,vector_restricted:ESRI05USDTL_RIVERS_OH,ESRI Data & Maps 2005 : U.S. Rivers and Streams : Ohio,U.S. Rivers and Streams : Ohio represents detailed rivers and streams for the state of Ohio.,Line,Geological Survey (U.S.),Shapefile,2004,2005-2009,Ohio,Rivers,"ENVELOPE(-84.820195, -80.518733, 41.973848, 38.403823)"
8208,vector_restricted:ESRI07USURBAN_DTL,U.S. National Atlas Urbanized Areas : ESRI Data & Maps 2007,U.S. National Atlas Urbanized Areas represents urban areas in the United States derived from the urban areas layer of the Digital Chart of the World (DCW).,Polygon,Geological Survey (U.S.),Shapefile,2001,2005-2009,United States,Cities and towns,"ENVELOPE(-165.447891, -66.986388, 64.856135, 19.191791)"
