Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
10645,vector_restricted:ESRI12USDTL_CNTY_LN,U.S. County Boundaries : Esri Data & Maps 2012,U.S. County Boundaries represents the boundary lines of the counties of the United States.,Line,"TomTom North America, Inc.",Shapefile,2011,2010-2014,United States,Counties,"ENVELOPE(-179.14734, 179.778465, 71.390482, 17.881242)"
10652,vector_restricted:MACON95_DEDEM_ZIP,"Delaware ZIP Code Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for 5-digit ZIP code areas for Delaware, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Delaware,Zip codes,"ENVELOPE(-75.789101, -75.049132, 39.838099, 38.451149)"
10653,vector_public:USGS_GT_ZACAPA_CLA,"Cultural Landmark Areas, Zacapa Region, Guatemala, 1988","Cultural landmark areas for the Zacapa region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Sports facilities,"ENVELOPE(-89.553299, -89.492485, 14.993087, 14.931271)"
10659,vector_public:NHGIS_POP1950,"Historic County Boundaries and Total Population, United States, 1900","This boundary file contains historic county boundaries for which the U.S. Census Bureau tabulated data and was produced by the Minnesota Population Center as part of the National Historical Geographic Information System (NHGIS) project. The NHGIS county boundaries shapefile was joined with NHGIS total population tabular data from the same year by the Harvard University Center for Geographic Analysis. The county boundary shapefiles and its respective population data were joined for each decade, 1790-2000.The NHGIS is an National Science Foundation-sponsored project (Grant No. BCS0094908) to create a digital spatial-temporal database of all available historical US aggregate census materials. The available shapefiles on the NHGIS site represent version 1.0 of historical US county boundary files for the 1790 to 2000 censuses. These electronic county boundary files were created by referencing a wide variety of sources and considerable care was taken during their production. U.S. Census Bureau TIGER/Line Census 2000 files provided the 1990 and 2000 county boundaries and the roads, hydrography, and public land survey lines required to construct historic county boundaries. Locations of historic county boundaries were derived from William Thorndale and William Dollarhide's Map Guide to the U.S. Federal Censuses (1987), various volumes of John H. Long's Atlas of Historical County Boundaries, the Atlas of Historical County Boundaries website (http://www.newberry.org/ahcbp/), and other state-specific sources. TIGER/Line spatial features that corresponded to boundaries in these sources were used to construct the proper historic boundaries. When a TIGER/Line feature was not available, we digitized the historic boundary from one of the map sources. Aggregate data from Michael Haines' Historical Demographic, Economic and Social Data: The United States, 1790-1970 (2001) and Richard Forstall's Population of States and Counties of the United States: 1790 to 1990 (1996) were used to determine whether a county was enumerated during a given census. If a county was not enumerated, notes from those sources were used to attach the county in question to the county with which it was enumerated. If a county was not enumerated and the notes provide no details, the county was considered 'unattached' and it was merged with other unattached land within the state or territory.",Polygon,University of Minnesota. Minnesota Population Center,Shapefile,1900,2010-2014,United States,Boundaries,"ENVELOPE(-180, 180, 85.245258, 4.502628)"
10667,vector_restricted:MACON95_NYMKT_ZIP,"New York ZIP Code Market Data, 1995, MaconUSA","This dataset is a polygon layer providing boundary and marketing data for 5-digit ZIP code areas for New York, 1995. The marketing data set includes attributes covering: population growth, population age and sex distribution, household age, income, and wealth, Claritas Consumer CLOUT expenditure data for alcoholic beverages, women's footwear, attorneys, bicycles, and vehicle supplies, Claritas Financial CLOUT expenditure data on first mortgages greater than $150,000, bank credit cards, and life insurance, PRIZM household type (Elite Suburbs, Working Towns), and workforce employed by the private sector. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, Claritas Financial CLOUT database, Claritas Consumer CLOUT database, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,New York,Zip codes,"ENVELOPE(-79.762176, -71.845031, 45.012259, 40.495997)"
10668,vector_restricted:EURATLAS_2ND_LEVEL_DIV_700,"Second-level Administrative Divisions, Europe, Year 700","This shapefile represents 2nd-level administrative divisions of sovereign states for Europe for the year 700. 2nd level divisions are simple territorial units under the control of the main authority of their state and bear various denominations like provinces, counties, duchies, districts, departements etc. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,700,2010-2014,Europe,Boundaries,"ENVELOPE(-10.654298, 50.998826, 60.242853, 19.670067)"
10674,vector_restricted:NLD_HGUE6210RD_WEGDEEL_VLK,"Road Section Areas, The Hague, Netherlands, 2008-2010","This layer contains polygon features representing road sections for The Hague, Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.Road section polygons includes features such as: roads, highways, streets, runways, and more.",Polygon,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Transportation,"ENVELOPE(4.1628, 4.59652, 52.268112, 52.027194)"
10677,vector_public:USGS_NU_OCOTAL_PHLR,"Physiography : Relief, Ocotal Region, Nicaragua, 2001","Physiography : relief (contour lines in meters) for the Ocotal region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Altitudes,"ENVELOPE(-86.539291, -86.409734, 13.696502, 13.569818)"
10686,vector_public:GHGIS1826GERMANCONFED,"Germany : German Confederation Boundary Lines, 1826, German Historical GIS",These lines represent the boundary of the German Confederation (Deutscher Bund) in 1826. The confederation boundary extends beyond 'core Germany' and includes portions of the Habsburg Empire and Luxembourg. Missing segments indicate bodies water (Lake Constance) in which boundaries were not fixed at the time or which did not connect to 'core Germany' (Adriatic Sea). The small territory in Oldenburg has become part of the Federation.,Line,"HGIS Germany (Andreas Kunz, Leonhard Dietze)",Shapefile,1826,2010-2014,Germany,Political Divisions,"ENVELOPE(3.931486, 20.301879, 54.841419, 44.680612)"
10687,vector_restricted:MACON95_NYDEM_ZIP,"New York ZIP Code Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for 5-digit ZIP code areas for New York, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,New York,Zip codes,"ENVELOPE(-79.762176, -71.845031, 45.012259, 40.495997)"
10699,vector_restricted:ESRI10USINSTITUT,U.S. Institutions : ESRI Data & Maps 2010,"U.S. Institutions represents point locations within the United States for common institution landmark types including hospitals, educational institutions, places of worship, government offices, cemeteries, museums, and libraries.",Point,"Tele Atlas North America, Inc.",Shapefile,2010,2010-2014,United States,Hospitals,"ENVELOPE(-166.770911, -65.650222, 71.292682, 17.996208)"
10711,vector_restricted:EURATLAS_AUTONOMOUS_PPL_400,"Autonomous Peoples, Europe, Year 400","This shapefile represents autonomous peoples of Europe for the year 400. Autonomous peoples are generally nomadic, semi-nomadic or not well-known populations without evident central authority. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,400,2010-2014,Europe,Boundaries,"ENVELOPE(-9.577361, 47.291781, 60.210923, 26.329618)"
10715,vector_restricted:MACON95_VTMKT_TRACT,"Vermont Census Tract Market Data, 1995, MaconUSA","This dataset is a polygon layer providing boundary and marketing data for Census tracts for Vermont, 1995. The marketing data set includes attributes covering: population growth, population age and sex distribution, household age, income, and wealth, Claritas Consumer CLOUT expenditure data for alcoholic beverages, women's footwear, attorneys, bicycles, and vehicle supplies, Claritas Financial CLOUT expenditure data on first mortgages greater than $150,000, bank credit cards, and life insurance, PRIZM household type (Elite Suburbs, Working Towns), and workforce employed by the private sector. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, Claritas Financial CLOUT database, Claritas Consumer CLOUT database, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Vermont,Census districts,"ENVELOPE(-73.438171, -71.465029, 45.016615, 42.72677)"
10724,vector_restricted:NLD_AMST6201RD_TERREIN_VLK,"Terrain & Land Use, Amsterdam (West), Netherlands, 2008-2010","This layer contains polygon features representing terrain & land use areas for Amsterdam (West), Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.Terrain and land use includes features such as: jetties, arable lands, built-up areas, orchards, nurseries, forests, cemeteries, grasslands, heathlands, loading docks, boulders and slopes, railroad yards, sand, and more.",Polygon,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Land use,"ENVELOPE(4.54995, 4.888849, 52.6883, 52.247315)"
10729,vector_public:CAMBRIDGE14CITYBOUNDARY,"City Boundary, Cambridge, Massachusetts, 2014",This layer consists of one polygon representing the area and political boundary of the City of Cambridge.,Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2014,2010-2014,Massachusetts,Boundaries,"ENVELOPE(-71.160581, -71.06381, 42.403841, 42.352358)"
10744,vector_public:USGS_HO_TELA_TELA_CONT,"Contour Elevation Map of Tela, Honduras","Contour elevation map for the Tela region, Honduras. This layer was vectorized from original hard copy topographic maps produced by the Instituto Geografico Nacional, Honduras from the early 1970s to the mid 1980s.Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Honduras,Altitudes,"ENVELOPE(-87.499573, -87.295715, 15.807838, 15.66758)"
10753,vector_public:GHGIS1820JOINTADMINAREAS,"Germany Boundaries of Jointly Administered Areas, 1820, German Historical GIS","These polygons represent small areas, which did not belong to one single state, but were jointly administered by two or more states.",Polygon,"HGIS Germany (Andreas Kunz, Leonhard Dietze)",Shapefile,1820,2010-2014,Germany,Political Divisions,"ENVELOPE(5.473489, 10.914441, 53.480008, 47.933728)"
10756,vector_public:FEMA_23_FLD_HAZ_AR_ME,"Flood Insurance Risk Zones, Maine, 2011","The flood insurance risk zone layer contains information about the flood hazards for Maine. These zones are used by the federal Emergency Management Agency (FEMA) to designate the Special Flood Hazard Area (SFHA) and for insurance rating purposes. These data are the flood hazard areas that are or will be depicted on the Flood Insurance Rate Map (FIRM). The spatial elements representing the flood zones are polygons. There is one polygon for each contiguous flood zone designated. This layer is part of the National Flood Hazard Layer dataset: The National Flood Hazard Layer (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. The DFIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper Flood Insurance Rate Maps(FIRMs). The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The NFHL data are derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data are consistent with those required for mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all DFIRMs and corresponding LOMRs available on the publication date of the data set.",Polygon,United States. Federal Emergency Management Agency,Shapefile,2011,2010-2014,Maine,Floods,"ENVELOPE(-71.083924, -67.45407, 47.255985, 43.461369)"
10763,vector_restricted:ESRI10USGHOSPITAL,U.S. Geographic Names Information System Hospitals : ESRI Data & Maps 2010,"U.S. Geographic Names Information System Hospitals represents the Federal standard for geographic nomenclature and contains information about the proper names and locations of physical and cultural geographic features located throughout the United States and its Territories. The U.S. Geological Survey developed the Geographic Names Information System (GNIS) for the U.S. Board on Geographic Names, a Federal inter-agency body chartered by public law to maintain uniform feature name usage throughout the Government and to promulgate standard names to the public.",Point,Geological Survey (U.S.),Shapefile,1981,2010-2014,United States,Hospitals,"ENVELOPE(-170.684444, 158.216389, 61.21036, -14.295278)"
10766,vector_public:USGS_HO_GUAIMACA_GUAI_CO,"Contour Elevation Map of Guaimaca, Honduras","Contour elevation map for the Guaimaca region, Honduras. This layer was vectorized from original hard copy topographic maps produced by the Instituto Geografico Nacional, Honduras from the early 1970s to the mid 1980s.Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Honduras,Altitudes,"ENVELOPE(-86.887413, -86.749504, 14.598795, 14.501106)"
10769,vector_restricted:NLD_HGUE6210RD_GEBOUW_VLK,"Buildings, The Hague, Netherlands, 2008-2010","This layer contains polygon features representing buildings for The Hague, Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.Buildings includes features such as: visitor centers, bunkers, crematoriums, government buildings, docks, electricity facilities, factories, forts, gas power plants, water power pumping stations, prisons, hotels, warehouses, department stores, housing blocks, chapels, castles, churches, nuclear power plants, clock towers, convents, abbeys, clinics, sanatoriums, ice skating rinks, cooling towers, cupolas, light towers, watch towers, riding schools, subway stations, military buildings, motels, museums, parks, parking lots/garages, police stations, post offices, psychiatric hospitals, radar centers, radar towers, radio towers, television towers, recreation centers, rescue boat houses, religious buildings, carriage houses, ruins, schools, sheepfolds, chimneys, sports stadiums, tanks, filling stations, telecommunications towers, other towers, transformer stations, train stations, viewing towers, universities, auction houses, lighthouses, water towers, water mills, guard stations, road houses, and more.",Polygon,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Buildings,"ENVELOPE(4.16392, 4.59666, 52.262151, 52.029998)"
10779,vector_public:GHGIS1871JOINTADMINAREAS,"Germany Boundaries of Jointly Administered Areas, 1871, German Historical GIS","These polygons represent small areas, which did not belong to one single state, but were jointly administered by two or more states.",Polygon,"HGIS Germany (Andreas Kunz, Leonhard Dietze)",Shapefile,1871,2010-2014,Germany,Political Divisions,"ENVELOPE(5.980266, 9.537709, 50.958553, 47.933728)"
10780,vector_public:USGS_GT_ZACAPA_TSP,"Transportation Buildings, Zacapa Region, Guatemala, 1988","Transportation objects : transportation buildings for the Zacapa region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Point,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Transportation,"ENVELOPE(-89.544563, -89.544563, 14.969526, 14.969526)"
10784,vector_public:USGS_GT_ASUNCION_MITA_DNN,"Net Drainage Coverage (lines), Asuncion Mita Region, Guatemala, 1988","Net drainage coverage (lines) for the Asuncion Mita region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Bodies of water,"ENVELOPE(-89.753181, -89.661186, 14.376966, 14.286965)"
10785,vector_public:USGS_GT_CONCEPCION_MINAS_RDL,"Roads, Concepcion Las Minas Region, Guatemala, 1988","Roads for the Concepcion Las Minas region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Transportation,"ENVELOPE(-89.500211, -89.408214, 14.558351, 14.468352)"
10792,vector_public:USGS_NU_JINOTEGA_DNL,"Drainage : Rivers, Streams, Channels, Jinotega Region, Nicaragua, 2001","Drainage : rivers, streams, channels for the Jinotega region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Bodies of water,"ENVELOPE(-86.066874, -85.937638, 13.155558, 13.028906)"
10799,vector_restricted:MACON95_MDMKT_ZIP,"Maryland ZIP Code Market Data, 1995, MaconUSA","This dataset is a polygon layer providing boundary and marketing data for 5-digit ZIP code areas for Maryland, 1995. The marketing data set includes attributes covering: population growth, population age and sex distribution, household age, income, and wealth, Claritas Consumer CLOUT expenditure data for alcoholic beverages, women's footwear, attorneys, bicycles, and vehicle supplies, Claritas Financial CLOUT expenditure data on first mortgages greater than $150,000, bank credit cards, and life insurance, PRIZM household type (Elite Suburbs, Working Towns), and workforce employed by the private sector. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, Claritas Financial CLOUT database, Claritas Consumer CLOUT database, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Maryland,Zip codes,"ENVELOPE(-79.487502, -75.049315, 39.722899, 37.91159)"
10800,vector_public:FEMA_55_FLD_HAZ_AR_WI,"Flood Insurance Risk Zones, Wisconsin, 2011","The flood insurance risk zone layer contains information about the flood hazards for Wisconsin. These zones are used by the federal Emergency Management Agency (FEMA) to designate the Special Flood Hazard Area (SFHA) and for insurance rating purposes. These data are the flood hazard areas that are or will be depicted on the Flood Insurance Rate Map (FIRM). The spatial elements representing the flood zones are polygons. There is one polygon for each contiguous flood zone designated. This layer is part of the National Flood Hazard Layer dataset: The National Flood Hazard Layer (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. The DFIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper Flood Insurance Rate Maps(FIRMs). The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The NFHL data are derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data are consistent with those required for mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all DFIRMs and corresponding LOMRs available on the publication date of the data set.",Polygon,United States. Federal Emergency Management Agency,Shapefile,2011,2010-2014,Wisconsin,Floods,"ENVELOPE(-92.886908, -86.760096, 46.157654, 42.491913)"
10807,vector_restricted:EURATLAS_AUTONOMOUS_PPL_1600,"Autonomous Peoples, Europe, Year 1600","This shapefile represents autonomous peoples of Europe for the year 1600. Autonomous peoples are generally nomadic, semi-nomadic or not well-known populations without evident central authority. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1600,2010-2014,Europe,Boundaries,"ENVELOPE(-3.223748, 48.734359, 60.001977, 23.822923)"
10808,vector_restricted:EV_ISRAEL_MISPOPA,"Miscellaneous Population (Areas), Israel, 1987","Miscellaneous population area features for Israel. Feature vector data was extracted by East View Cartographic from 1:500,000 series Soviet military topographic source map sheets published in 1987.",Polygon,"East View Cartographic, Inc.",Shapefile,1987,2010-2014,Israel,City blocks,"ENVELOPE(34.196286, 35.998778, 33.32969, 29.370852)"
10812,vector_public:USGS_GT_LOS_AMATES_DNN,"Net Drainage Coverage (lines), Los Amates Region, Guatemala, 1988","Net drainage coverage (lines) for the Los Amates region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Bodies of water,"ENVELOPE(-89.146, -89.053999, 15.311672, 15.221667)"
10818,vector_restricted:MACON95_MDDEM_ZIP,"Maryland ZIP Code Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for 5-digit ZIP code areas for Maryland, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Maryland,Zip codes,"ENVELOPE(-79.487502, -75.049315, 39.722899, 37.91159)"
10831,vector_public:USGS_NU_MATAGALPA_HYP,"Hypsography, Matagalpa Region, Nicaragua, 2001","Hypsography : marks of height above sea level (in meters) for the Matagalpa region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Point,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Altitudes,"ENVELOPE(-85.975088, -85.857882, 12.987879, 12.862009)"
10833,vector_public:USGS_NU_POSOLTEGA_RDL,"Roads, Posoltega Region, Nicaragua, 2001","Roads for the Posoltega region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Transportation,"ENVELOPE(-87.044701, -86.915777, 12.60877, 12.501163)"
10834,vector_public:USGS_GT_MORALES_HYP,"Hypsography, Morales Region, Guatemala, 1988","Hypsography : marks of height above sea level (in meters) for the Morales region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Point,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Altitudes,"ENVELOPE(-88.872063, -88.796829, 15.520909, 15.43891)"
10855,vector_restricted:CAMBRIDGE09_COMMERCIALDIST,"Commercial Tax Districts, Cambridge, Massachusetts, 1997",This polygon layer contains commercial taxing districts for the City of Cambridge.,Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,1997,2010-2014,Massachusetts,Municipal,"ENVELOPE(-71.160694, -71.063809, 42.403893, 42.352677)"
10862,vector_restricted:EV_ISRAEL_TELEL,"Telecommunication Lines, Israel, 1987","Telecommunication line features for Israel. Feature vector data was extracted by East View Cartographic from 1:500,000 series Soviet military topographic source map sheets published in 1987.",Line,"East View Cartographic, Inc.",Shapefile,1987,2010-2014,Israel,Power transmission,"ENVELOPE(34, 34.776768, 32.260826, 32.050379)"
